Ticker,Date,Open,High,Low,Close,Adj Close,VolumeAAPL,2016-08-24,27.142500,27.187500,26.920000,27.007500,25.328730,94700400
AAPL,2016-08-25,26.847500,26.969999,26.670000,26.892500,25.220877,100344800
AAPL,2016-08-26,26.852501,26.987499,26.577499,26.735001,25.073166,111065200
AAPL,2016-08-29,26.655001,26.860001,26.572500,26.705000,25.045031,99881200
AAPL,2016-08-30,26.450001,26.625000,26.375000,26.500000,24.852774,99455600
AAPL,2016-08-31,26.415001,26.642500,26.410000,26.525000,24.876219,118649600
TSLA,2021-08-23,685.440002,712.130005,680.750000,706.299988,706.299988,20264900
