Date,Open,High,Low,Close,Adj Close,Volume
2016-09-06,200.690002,201.039993,199.919998,201.000000,182.895370,1589600
2016-09-07,200.820007,201.149994,200.320007,200.990005,182.886307,1455400
2016-09-08,200.619995,200.919998,200.190002,200.520004,182.458603,2180400
2016-09-09,199.080002,199.179993,195.669998,195.679993,178.054565,3435600
2016-09-12,194.880005,198.949997,194.800003,198.479996,180.602371,2799900
2016-09-13,196.250000,196.509995,194.119995,194.779999,178.027618,3365300
2016-09-14,194.830002,196.119995,194.119995,194.660004,177.917969,2967100
2016-09-15,194.509995,197.070007,194.369995,196.660004,179.745941,1874400
2016-09-16,196.020004,196.190002,195.169998,195.889999,179.042160,1774100
2016-09-19,196.630005,197.279999,195.639999,195.949997,179.097015,2061400
2016-09-20,196.860001,197.029999,195.929993,195.970001,179.115311,1294100
2016-09-21,196.690002,198.339996,195.979996,198.169998,181.126083,2238800
2016-09-22,199.259995,199.710007,198.979996,199.360001,182.213745,2215200
2016-09-23,198.979996,199.110001,198.220001,198.289993,181.235748,1413400
2016-09-26,197.470001,197.600006,196.500000,196.710007,179.791687,2451600
2016-09-27,196.529999,198.009995,196.160004,197.910004,180.888443,1468000
2016-09-28,198.179993,199.070007,197.130005,198.979996,181.866425,1419900
2016-09-29,198.710007,199.110001,196.539993,197.110001,180.157242,2074600
2016-09-30,198.009995,199.339996,197.750000,198.690002,181.601364,3147400
2016-10-03,198.179993,198.350006,197.449997,198.059998,181.025543,2136000
2016-10-04,198.250000,198.470001,196.479996,197.139999,180.184677,2846600
2016-10-05,197.770004,198.440002,197.720001,197.960007,180.934158,1126700
2016-10-06,197.740005,198.339996,197.160004,198.190002,181.144363,1117400
2016-10-07,198.419998,198.600006,196.649994,197.460007,180.477158,1795100
2016-10-10,197.460007,198.949997,197.460007,198.369995,181.308868,1297400
2016-10-11,198.000000,198.070007,195.190002,195.960007,179.106155,2643500
2016-10-12,196.119995,196.740005,195.589996,196.210007,179.334625,1458700
2016-10-13,194.830002,196.110001,193.919998,195.580002,178.758865,2407100
2016-10-14,196.649994,197.119995,195.610001,195.630005,178.804520,1218800
2016-10-17,195.639999,195.929993,194.809998,195.050003,178.274429,1323200
2016-10-18,196.699997,196.759995,195.820007,196.199997,179.325500,1263300
2016-10-19,196.490005,197.080002,196.130005,196.740005,179.819046,1041300
2016-10-20,196.369995,196.970001,195.699997,196.419998,179.526627,1309600
2016-10-21,195.539993,196.570007,195.380005,196.470001,179.572296,1376300
2016-10-24,197.369995,197.649994,196.949997,197.270004,180.303497,817000
2016-10-25,197.130005,197.389999,196.479996,196.710007,179.791687,1465300
2016-10-26,195.759995,196.860001,195.529999,196.270004,179.389511,1202300
2016-10-27,197.039993,197.070007,195.649994,195.750000,178.914230,1635500
2016-10-28,195.710007,196.399994,194.399994,195.130005,178.347519,2632000
2016-10-31,195.490005,195.740005,194.979996,195.130005,178.347519,1816300
2016-11-01,195.520004,195.539993,192.449997,193.770004,177.104538,2456600
2016-11-02,193.419998,193.809998,192.100006,192.490005,175.934586,3395900
2016-11-03,192.789993,193.000000,191.389999,191.740005,175.249084,1512200
2016-11-04,191.800003,192.710007,191.320007,191.479996,175.011459,2221300
2016-11-07,194.169998,195.740005,194.009995,195.679993,178.850235,2699100
2016-11-08,195.309998,197.179993,195.020004,196.580002,179.672821,3055900
2016-11-09,194.940002,199.339996,194.919998,198.679993,181.592224,6119100
2016-11-10,199.529999,200.440002,197.610001,199.139999,182.012695,5126400
2016-11-11,198.419998,198.960007,197.699997,198.770004,181.674484,1954200
2016-11-14,199.300003,199.490005,198.059998,198.800003,181.701935,2651000
2016-11-15,199.289993,200.419998,199.070007,200.410004,183.173416,2532400
2016-11-16,199.779999,200.289993,199.649994,200.070007,182.862686,1195000
2016-11-17,200.210007,201.130005,200.119995,201.020004,183.730972,1178200
2016-11-18,201.160004,201.320007,200.440002,200.660004,183.401947,1668300
2016-11-21,201.250000,202.179993,201.110001,202.139999,184.754654,2641300
2016-11-22,202.580002,202.729996,201.770004,202.509995,185.092804,2773400
2016-11-23,202.139999,202.710007,201.770004,202.690002,185.257355,1466300
2016-11-25,203.080002,203.500000,202.960007,203.500000,185.997635,1843100
2016-11-28,203.070007,203.369995,202.350006,202.539993,185.120224,2193000
2016-11-29,202.509995,203.350006,202.169998,202.860001,185.412720,1689600
2016-11-30,203.529999,203.690002,202.309998,202.399994,184.992264,2360100
2016-12-01,202.679993,202.710007,201.240005,201.610001,184.270233,3284100
2016-12-02,201.699997,202.229996,201.350006,201.750000,184.398178,2118900
2016-12-05,202.639999,203.300003,202.419998,202.910004,185.458405,2070500
2016-12-06,203.169998,203.630005,202.639999,203.619995,186.107361,2413300
2016-12-07,203.449997,206.320007,203.300003,206.199997,188.465454,2253900
2016-12-08,206.250000,207.270004,205.949997,206.740005,188.959000,2983000
2016-12-09,207.020004,208.029999,206.979996,208.000000,190.110657,1972000
2016-12-12,207.919998,208.419998,207.339996,207.770004,189.900436,2419600
2016-12-13,208.529999,209.699997,208.470001,209.190002,191.198273,2670200
2016-12-14,208.839996,209.589996,206.979996,207.460007,189.617096,4232900
2016-12-15,207.720001,209.229996,207.580002,208.229996,190.320862,2812500
2016-12-16,208.820007,208.839996,207.550003,207.869995,189.991837,3074000
2016-12-19,208.100006,208.800003,207.929993,208.339996,190.421387,2042000
2016-12-20,208.919998,209.309998,208.679993,209.139999,191.152588,3195300
2016-12-21,209.059998,209.199997,208.570007,208.570007,190.631622,1546600
2016-12-22,207.160004,207.240005,206.500000,207.009995,190.388809,1863700
2016-12-23,206.979996,207.220001,206.770004,207.190002,190.554367,1278900
2016-12-27,207.479996,208.149994,207.479996,207.699997,191.023422,1818500
2016-12-28,208.000000,208.070007,205.910004,206.059998,189.515121,2228000
2016-12-29,206.100006,206.470001,205.509995,206.020004,189.478348,1772700
2016-12-30,206.369995,206.429993,204.509995,205.309998,188.825317,4251000
2017-01-03,206.679993,207.330002,205.559998,206.740005,190.140488,4750200
2017-01-04,207.199997,208.179993,207.119995,207.960007,191.262527,4622400
2017-01-05,207.750000,208.039993,207.009995,207.800003,191.115372,2772100
2017-01-06,207.990005,209.089996,207.399994,208.610001,191.860382,2194600
2017-01-09,208.339996,208.479996,207.889999,207.949997,191.253311,1705200
2017-01-10,207.899994,208.820007,207.509995,207.919998,191.225739,2189400
2017-01-11,207.839996,208.509995,207.119995,208.509995,191.768387,5677600
2017-01-12,207.970001,208.190002,206.539993,208.050003,191.345291,3244600
2017-01-13,208.179993,208.779999,208.130005,208.460007,191.722412,2822700
2017-01-17,207.789993,208.210007,207.330002,207.720001,191.041824,1690000
2017-01-18,208.009995,208.220001,207.419998,208.160004,191.446503,1980500
2017-01-19,208.270004,208.429993,206.970001,207.460007,190.802673,1666900
2017-01-20,208.139999,208.699997,207.559998,208.130005,191.418884,2082500
2017-01-23,207.839996,208.210007,206.830002,207.649994,190.977478,4586600
2017-01-24,207.860001,209.399994,207.750000,208.970001,192.191437,1940100
2017-01-25,209.979996,210.770004,209.789993,210.710007,193.791748,2873000
2017-01-26,210.649994,210.899994,210.250000,210.550003,193.644592,2485100
2017-01-27,210.649994,210.759995,210.029999,210.250000,193.368683,1428200
2017-01-30,209.479996,209.520004,207.880005,208.979996,192.200638,2782300
2017-01-31,208.339996,208.970001,207.789993,208.970001,192.191437,3787100
2017-02-01,209.619995,209.860001,208.369995,209.000000,192.219055,2698800
2017-02-02,208.589996,209.399994,208.229996,209.089996,192.301804,1661300
2017-02-03,210.080002,210.729996,209.770004,210.639999,193.727341,4264400
2017-02-06,210.119995,210.539993,209.839996,210.199997,193.322693,1345500
2017-02-07,210.649994,210.839996,209.990005,210.250000,193.368683,1194600
2017-02-08,210.250000,210.610001,209.630005,210.520004,193.616989,1096100
2017-02-09,210.520004,212.039993,210.520004,211.720001,194.720657,1237100
2017-02-10,212.130005,212.800003,212.009995,212.570007,195.502426,1412400
2017-02-13,213.110001,214.000000,213.070007,213.699997,196.541672,1756300
2017-02-14,213.550003,214.589996,213.160004,214.589996,197.360229,2528100
2017-02-15,214.339996,215.889999,214.309998,215.679993,198.362625,2050200
2017-02-16,215.740005,215.899994,214.729996,215.509995,198.206299,1920100
2017-02-17,214.839996,215.839996,214.789993,215.839996,198.509857,1452600
2017-02-21,216.320007,217.320007,216.250000,217.110001,199.677887,1893000
2017-02-22,216.720001,217.190002,216.550003,217.009995,199.585876,1471400
2017-02-23,217.539993,217.539993,216.300003,217.130005,199.696243,1717200
2017-02-24,216.220001,217.419998,216.160004,217.389999,199.935379,1637700
2017-02-27,217.320007,217.899994,217.020004,217.710007,200.229691,1942200
2017-02-28,217.339996,217.580002,216.720001,217.070007,199.641052,2181000
2017-03-01,218.899994,220.660004,218.869995,220.149994,202.473755,3325500
2017-03-02,219.990005,220.020004,218.750000,218.860001,201.287354,1657100
2017-03-03,218.699997,219.089996,218.309998,218.979996,201.397690,1765900
2017-03-06,218.070007,218.649994,217.630005,218.300003,200.772324,1530600
2017-03-07,217.979996,218.330002,217.419998,217.639999,200.165329,1743200
2017-03-08,217.949997,218.199997,217.070007,217.179993,199.742233,1784400
2017-03-09,217.330002,217.839996,216.460007,217.410004,199.953812,1636200
2017-03-10,218.550003,218.559998,217.259995,218.169998,200.652756,1819900
2017-03-13,218.179993,218.410004,217.860001,218.300003,200.772324,1388100
2017-03-14,217.770004,217.809998,216.889999,217.559998,200.091736,1428400
2017-03-15,218.130005,219.850006,217.869995,219.369995,201.756378,3358800
2017-03-16,219.610001,219.649994,218.649994,219.000000,201.416153,1710900
2017-03-17,219.300003,219.440002,218.559998,218.559998,201.011414,1588500
2017-03-20,218.589996,218.889999,217.979996,218.369995,200.836700,1035900
2017-03-21,219.000000,219.130005,215.410004,215.580002,198.270706,3468700
2017-03-22,214.580002,215.339996,213.949997,215.020004,198.675415,2600300
2017-03-23,214.800003,216.020004,214.440002,214.800003,198.472107,2436700
2017-03-24,215.139999,215.770004,213.880005,214.729996,198.407471,2647600
2017-03-27,212.869995,214.720001,212.619995,214.380005,198.084091,2082900
2017-03-28,214.160004,216.460007,214.050003,215.970001,199.553223,3057200
2017-03-29,215.720001,216.470001,215.479996,216.289993,199.848892,1748500
2017-03-30,216.169998,217.130005,215.979996,216.869995,200.384796,2494800
2017-03-31,216.559998,217.110001,216.350006,216.350006,199.904327,1331400
2017-04-03,216.509995,216.690002,214.740005,216.080002,199.654861,2843700
2017-04-04,215.710007,216.250000,215.330002,216.199997,199.765747,2481600
2017-04-05,216.889999,217.929993,215.339996,215.539993,199.155899,2311800
2017-04-06,215.710007,216.679993,215.220001,216.100006,199.673355,1635500
2017-04-07,215.860001,216.639999,215.399994,215.910004,199.497787,1835900
2017-04-10,216.059998,216.880005,215.500000,216.059998,199.636368,1311900
2017-04-11,215.630005,215.880005,214.250000,215.789993,199.386887,1787300
2017-04-12,215.490005,215.690002,214.619995,214.899994,198.564545,2002700
2017-04-13,214.500000,215.240005,213.470001,213.470001,197.243225,1806800
2017-04-17,214.000000,215.350006,213.800003,215.339996,198.971069,1746900
2017-04-18,214.550003,215.240005,213.979996,214.750000,198.425934,2695900
2017-04-19,215.309998,215.699997,214.059998,214.279999,197.991699,2032400
2017-04-20,214.979996,216.500000,214.619995,216.029999,199.608658,2734000
2017-04-21,215.970001,216.020004,214.929993,215.399994,199.026505,2594400
2017-04-24,217.750000,217.949997,217.229996,217.699997,201.151703,2366400
2017-04-25,218.410004,219.360001,218.289993,219.009995,202.362106,1745100
2017-04-26,218.960007,219.899994,218.809998,218.850006,202.214279,2824500
2017-04-27,219.199997,219.360001,218.470001,219.020004,202.371368,1154200
2017-04-28,219.330002,219.339996,218.429993,218.600006,201.983292,1257600
2017-05-01,219.160004,219.570007,218.649994,219.130005,202.473007,1506700
2017-05-02,219.289993,219.380005,218.770004,219.199997,202.537674,2573000
2017-05-03,218.779999,219.169998,218.240005,218.979996,202.334396,1654600
2017-05-04,219.270004,219.350006,218.309998,219.179993,202.519196,1439100
2017-05-05,219.559998,220.059998,219.119995,220.059998,203.332275,1729700
2017-05-08,220.130005,220.250000,219.570007,220.070007,203.341553,2225000
2017-05-09,220.289993,220.490005,219.440002,219.789993,203.082825,1636900
2017-05-10,219.759995,220.220001,219.550003,220.199997,203.461670,1066900
2017-05-11,219.740005,219.929993,218.619995,219.750000,203.045883,1855700
2017-05-12,219.500000,219.600006,219.119995,219.410004,202.731735,1056500
2017-05-15,219.880005,220.720001,219.830002,220.520004,203.757370,1440600
2017-05-16,220.880005,220.940002,220.000000,220.479996,203.720337,2452500
2017-05-17,218.610001,219.070007,216.419998,216.570007,200.107620,3507700
2017-05-18,216.330002,218.240005,216.130005,217.360001,200.837540,2894500
2017-05-19,217.880005,219.470001,217.830002,218.710007,202.084946,2436500
2017-05-22,219.259995,220.050003,219.229996,219.929993,203.212189,1865000
2017-05-23,220.309998,220.539993,219.899994,220.360001,203.609497,1259000
2017-05-24,220.639999,221.000000,220.279999,220.889999,204.099213,1453900
2017-05-25,221.429993,222.240005,221.210007,221.919998,205.050903,1564600
